model,accuracy,f1_macro,precision_pos,recall_pos,f1_pos,avg_precision_pos,cost
Logistic_SMOTE,0.9682166666666665,0.7345070320656416,0.3325473583202217,0.899,0.48541241497919685,0.5994180668959114,13712.0
Logistic_Balanced,0.9667000000000001,0.7284163554657428,0.3218058803178349,0.9,0.47402723946781367,0.5787671101089196,13796.0
CatBoost_Balanced,0.9794,0.7881567748921863,0.4415119685381427,0.876,0.5868771535894663,0.7345263895312881,14624.0
RandomForest_Balanced,0.9896833333333334,0.802506972888632,0.8231943195425698,0.48600000000000004,0.6102415245959018,0.7578968980412114,51610.0
Dummy,0.9833333333333332,0.4957983193277311,0.0,0.0,0.0,,100000.0
